"product","productIngredient","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary"
"vegetable","sunflower seeds","SOD1","ENSG00000142168","The protein encoded by this gene binds copper and zinc ions and is one of two isozymes responsible for destroying free superoxide radicals in the body. The encoded isozyme is a soluble cytoplasmic protein, acting as a homodimer to convert naturally-occuring but harmful superoxide radicals to molecular oxygen and hydrogen peroxide. The other isozyme is a mitochondrial protein. Mutations in this gene have been implicated as causes of familial amyotrophic lateral sclerosis. Rare transcript variants have been reported for this gene. [provided by RefSeq, Jul 2008]","SOD1 (Superoxide Dismutase 1) is a Protein Coding gene.                                            Diseases associated with SOD1 include Amyotrophic Lateral Sclerosis 1 and Spastic Tetraplegia And Axial Hypotonia, Progressive.                                            Among its related pathways are Neuroscience and Association Between Physico-Chemical Features and Toxicity Associated Pathways.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and enzyme binding.                                            An important paralog of this gene is CCS.","Destroys radicals which are normally produced within the cells and which are toxic to biological systems.
                         SODC_HUMAN,P00441
                         "
"vegetable","sunflower seeds","APOB","ENSG00000084674","This gene product is the main apolipoprotein of chylomicrons and low density lipoproteins (LDL), and is the ligand for the LDL receptor. It occurs in plasma as two main isoforms, apoB-48 and apoB-100: the former is synthesized exclusively in the gut and the latter in the liver. The intestinal and the hepatic forms of apoB are encoded by a single gene from a single, very long mRNA. The two isoforms share a common N-terminal sequence. The shorter apoB-48 protein is produced after RNA editing of the apoB-100 transcript at residue 2180 (CAA->UAA), resulting in the creation of a stop codon, and early translation termination. Mutations in this gene or its regulatory region cause hypobetalipoproteinemia, normotriglyceridemic hypobetalipoproteinemia, and hypercholesterolemia due to ligand-defective apoB, diseases affecting plasma cholesterol and apoB levels. [provided by RefSeq, Dec 2019]","APOB (Apolipoprotein B) is a Protein Coding gene.                                            Diseases associated with APOB include Hypobetalipoproteinemia, Familial, 1 and Hypercholesterolemia, Familial, 2.                                            Among its related pathways are Activated TLR4 signalling and Lipoprotein metabolism.                                            Gene Ontology (GO) annotations related to this gene include binding and heparin binding.                                            ","Apolipoprotein B is a major protein constituent of chylomicrons (apo B-48), LDL (apo B-100) and VLDL (apo B-100). Apo B-100 functions as a recognition signal for the cellular binding and internalization of LDL particles by the apoB/E receptor.
                         APOB_HUMAN,P04114
                         "
"vegetable","sunflower seeds","PPARA","ENSG00000186951","Peroxisome proliferators include hypolipidemic drugs, herbicides, leukotriene antagonists, and plasticizers; this term arises because they induce an increase in the size and number of peroxisomes. Peroxisomes are subcellular organelles found in plants and animals that contain enzymes for respiration and for cholesterol and lipid metabolism. The action of peroxisome proliferators is thought to be mediated via specific receptors, called PPARs, which belong to the steroid hormone receptor superfamily. PPARs affect the expression of target genes involved in cell proliferation, cell differentiation and in immune and inflammation responses. Three closely related subtypes (alpha, beta/delta, and gamma) have been identified. This gene encodes the subtype PPAR-alpha, which is a nuclear transcription factor. Multiple alternatively spliced transcript variants have been described for this gene, although the full-length nature of only two has been determined. [provided by RefSeq, Jul 2008]","PPARA (Peroxisome Proliferator Activated Receptor Alpha) is a Protein Coding gene.                                            Diseases associated with PPARA include Fatty Liver Disease and Lipid Metabolism Disorder.                                            Among its related pathways are Organelle biogenesis and maintenance and Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha).                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity.                                            An important paralog of this gene is PPARD.","Ligand-activated transcription factor. Key regulator of lipid metabolism. Activated by the endogenous ligand 1-palmitoyl-2-oleoyl-sn-glycerol-3-phosphocholine (16:0/18:1-GPC). Activated by oleylethanolamide, a naturally occurring lipid that regulates satiety. Receptor for peroxisome proliferators such as hypolipidemic drugs and fatty acids. Regulates the peroxisomal beta-oxidation pathway of fatty acids. Functions as transcription activator for the ACOX1 and P450 genes. Transactivation activity requires heterodimerization with RXRA and is antagonized by NR2C2. May be required for the propagation of clock information to metabolic pathways regulated by PER2.
                         PPARA_HUMAN,Q07869
                         "
"vegetable","sweet potato","ALB","ENSG00000163631","This gene encodes the most abundant protein in human blood. This protein functions in the regulation of blood plasma colloid osmotic pressure and acts as a carrier protein for a wide range of endogenous molecules including hormones, fatty acids, and metabolites, as well as exogenous drugs. Additionally, this protein exhibits an esterase-like activity with broad substrate specificity. The encoded preproprotein is proteolytically processed to generate the mature protein. A peptide derived from this protein, EPI-X4, is an endogenous inhibitor of the CXCR4 chemokine receptor. [provided by RefSeq, Jul 2016]","ALB (Albumin) is a Protein Coding gene.                                            Diseases associated with ALB include Analbuminemia and Hyperthyroxinemia, Familial Dysalbuminemic.                                            Among its related pathways are Lipoprotein metabolism and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include enzyme binding and chaperone binding.                                            An important paralog of this gene is AFP.","Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017).
                         ALBU_HUMAN,P02768
                         "
"vegetable","sweet potato","PRODH","ENSG00000100033","This gene encodes a mitochondrial protein that catalyzes the first step in proline degradation. Mutations in this gene are associated with hyperprolinemia type 1 and susceptibility to schizophrenia 4 (SCZD4). This gene is located on chromosome 22q11.21, a region which has also been associated with the contiguous gene deletion syndromes, DiGeorge and CATCH22. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2010]","PRODH (Proline Dehydrogenase 1) is a Protein Coding gene.                                            Diseases associated with PRODH include Hyperprolinemia, Type I and Schizophrenia 4.                                            Among its related pathways are Viral mRNA Translation and Arginine and proline metabolism.                                            Gene Ontology (GO) annotations related to this gene include FAD binding and proline dehydrogenase activity.                                            An important paralog of this gene is LOC102724788.","Converts proline to delta-1-pyrroline-5-carboxylate.
                         PROD_HUMAN,O43272
                         "
"vegetable","sweet potato","SCN4A","ENSG00000007314","Voltage-gated sodium channels are transmembrane glycoprotein complexes composed of a large alpha subunit with 24 transmembrane domains and one or more regulatory beta subunits. They are responsible for the generation and propagation of action potentials in neurons and muscle. This gene encodes one member of the sodium channel alpha subunit gene family. It is expressed in skeletal muscle, and mutations in this gene have been linked to several myotonia and periodic paralysis disorders. [provided by RefSeq, Jul 2008]","SCN4A (Sodium Voltage-Gated Channel Alpha Subunit 4) is a Protein Coding gene.                                            Diseases associated with SCN4A include Paramyotonia Congenita Of Von Eulenburg and Myotonia, Potassium-Aggravated.                                            Among its related pathways are Neuroscience and Activation of cAMP-Dependent PKA.                                            Gene Ontology (GO) annotations related to this gene include ion channel activity and voltage-gated sodium channel activity.                                            An important paralog of this gene is SCN2A.","Pore-forming subunit of a voltage-gated sodium channel complex through which Na(+) ions pass in accordance with their electrochemical gradient. Alternates between resting, activated and inactivated states (PubMed:12766226, PubMed:29992740, PubMed:30190309, PubMed:15318338, PubMed:16890191, PubMed:18690054, PubMed:17898326, PubMed:19347921, PubMed:25707578, PubMed:26700687). Required for normal muscle fiber excitability, normal muscle contraction and relaxation cycles, and constant muscle strength in the presence of fluctuating K(+) levels (PubMed:12766226, PubMed:15318338, PubMed:16890191, PubMed:19347921, PubMed:25707578, PubMed:26700687, PubMed:26659129).
                         SCN4A_HUMAN,P35499
                         "
"vegetable","sweet potato","TAS2R16","ENSG00000128519","This gene encodes a member of a family of candidate taste receptors that are members of the G protein-coupled receptor superfamily. These family members are specifically expressed by taste receptor cells of the tongue and palate epithelia. Each of these apparently intronless genes encodes a 7-transmembrane receptor protein, functioning as a bitter taste receptor. This gene is clustered with another 3 candidate taste receptor genes in chromosome 7 and is genetically linked to loci that influence bitter perception. [provided by RefSeq, Jul 2008]","TAS2R16 (Taste 2 Receptor Member 16) is a Protein Coding gene.                                            Diseases associated with TAS2R16 include Beta-Glucopyranoside Tasting and Alcohol Dependence.                                            Among its related pathways are Signaling by GPCR and Taste transduction.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and bitter taste receptor activity.                                            An important paralog of this gene is TAS2R41.","Gustducin-coupled receptor implicated in the perception of bitter compounds in the oral cavity and the gastrointestinal tract. Signals through PLCB2 and the calcium-regulated cation channel TRPM5.
                         T2R16_HUMAN,Q9NYV7
                         "
"vegetable","sweet potato","INS","ENSG00000254647","This gene encodes insulin, a peptide hormone that plays a vital role in the regulation of carbohydrate and lipid metabolism. After removal of the precursor signal peptide, proinsulin is post-translationally cleaved into three peptides: the B chain and A chain peptides, which are covalently linked via two disulfide bonds to form insulin, and C-peptide. Binding of insulin to the insulin receptor (INSR) stimulates glucose uptake. A multitude of mutant alleles with phenotypic effects have been identified, including insulin-dependent diabetes mellitus, permanent neonatal diabetes diabetes mellitus, maturity-onset diabetes of the young type 10 and hyperproinsulinemia. There is a read-through gene, INS-IGF2, which overlaps with this gene at the 5' region and with the IGF2 gene at the 3' region. [provided by RefSeq, May 2020]","INS (Insulin) is a Protein Coding gene.                                            Diseases associated with INS include Hyperproinsulinemia and Maturity-Onset Diabetes Of The Young, Type 10.                                            Among its related pathways are RET signaling and Folate Metabolism.                                            Gene Ontology (GO) annotations related to this gene include identical protein binding and protease binding.                                            An important paralog of this gene is INS-IGF2.","Insulin decreases blood glucose concentration. It increases cell permeability to monosaccharides, amino acids and fatty acids. It accelerates glycolysis, the pentose phosphate cycle, and glycogen synthesis in liver.
                         INS_HUMAN,P01308
                         "
"STD","syphilis","CD40LG","ENSG00000102245","The protein encoded by this gene is expressed on the surface of T cells. It regulates B cell function by engaging CD40 on the B cell surface. A defect in this gene results in an inability to undergo immunoglobulin class switch and is associated with hyper-IgM syndrome. [provided by RefSeq, Jul 2008]","CD40LG (CD40 Ligand) is a Protein Coding gene.                                            Diseases associated with CD40LG include Immunodeficiency With Hyper-Igm, Type 1 and Toxoplasmosis.                                            Among its related pathways are NF-KappaB Family Pathway and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include cytokine activity and CD40 receptor binding.                                            An important paralog of this gene is TNFSF10.","Cytokine that acts as a ligand to CD40/TNFRSF5 (PubMed:1280226, PubMed:31331973). Costimulates T-cell proliferation and cytokine production (PubMed:8617933). Its cross-linking on T-cells generates a costimulatory signal which enhances the production of IL4 and IL10 in conjunction with the TCR/CD3 ligation and CD28 costimulation (PubMed:8617933). Induces the activation of NF-kappa-B (PubMed:15067037, PubMed:31331973). Induces the activation of kinases MAPK8 and PAK2 in T-cells (PubMed:15067037). Induces tyrosine phosphorylation of isoform 3 of CD28 (PubMed:15067037). Mediates B-cell proliferation in the absence of co-stimulus as well as IgE production in the presence of IL4 (By similarity). Involved in immunoglobulin class switching (By similarity).
                         CD40L_HUMAN,P29965
                         "
"STD","syphilis","DDX41","ENSG00000183258","DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure, such as translation initiation, nuclear and mitochondrial splicing, and ribosome and spliceosome assembly. Based on their distribution patterns, some members of the DEAD box protein family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. The protein encoded by this gene is a member of the DEAD box protein family and interacts with several spliceosomal proteins. In addition, the encoded protein may recognize the bacterial second messengers cyclic di-GMP and cyclic di-AMP, resulting in the induction of genes involved in the innate immune response. [provided by RefSeq, Jan 2017]","DDX41 (DEAD-Box Helicase 41) is a Protein Coding gene.                                            Diseases associated with DDX41 include Myeloproliferative/Lymphoproliferative Neoplasms, Familial and Leukemia, Acute Myeloid.                                            Among its related pathways are Cytosolic sensors of pathogen-associated DNA and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and helicase activity.                                            An important paralog of this gene is DDX3X.","Probable ATP-dependent RNA helicase. Is required during post-transcriptional gene expression. May be involved in pre-mRNA splicing.
                         DDX41_HUMAN,Q9UJV9
                         "
"STD","syphilis","TPR","ENSG00000047410","This gene encodes a large coiled-coil protein that forms intranuclear filaments attached to the inner surface of nuclear pore complexes (NPCs). The protein directly interacts with several components of the NPC. It is required for the nuclear export of mRNAs and some proteins. Oncogenic fusions of the 5' end of this gene with several different kinase genes occur in some neoplasias. [provided by RefSeq, Jul 2008]","TPR (Translocated Promoter Region, Nuclear Basket Protein) is a Protein Coding gene.                                            Diseases associated with TPR include Differentiated Thyroid Carcinoma and Bejel.                                            Among its related pathways are Transport of the SLBP independent Mature mRNA and Endometrial cancer.                                            Gene Ontology (GO) annotations related to this gene include nucleotide binding.                                            ","Component of the nuclear pore complex (NPC), a complex required for the trafficking across the nuclear envelope. Functions as a scaffolding element in the nuclear phase of the NPC essential for normal nucleocytoplasmic transport of proteins and mRNAs, plays a role in the establishment of nuclear-peripheral chromatin compartmentalization in interphase, and in the mitotic spindle checkpoint signaling during mitosis. Involved in the quality control and retention of unspliced mRNAs in the nucleus; in association with NUP153, regulates the nuclear export of unspliced mRNA species bearing constitutive transport element (CTE) in a NXF1- and KHDRBS1-independent manner. Negatively regulates both the association of CTE-containing mRNA with large polyribosomes and translation initiation. Does not play any role in Rev response element (RRE)-mediated export of unspliced mRNAs. Implicated in nuclear export of mRNAs transcribed from heat shock gene promoters; associates both with chromatin in the HSP70 promoter and with mRNAs transcribed from this promoter under stress-induced conditions. Modulates the nucleocytoplasmic transport of activated MAPK1/ERK2 and huntingtin/HTT and may serve as a docking site for the XPO1/CRM1-mediated nuclear export complex. According to some authors, plays a limited role in the regulation of nuclear protein export (PubMed:22253824 and PubMed:11952838). Plays also a role as a structural and functional element of the perinuclear chromatin distribution; involved in the formation and/or maintenance of NPC-associated perinuclear heterochromatin exclusion zones (HEZs). Finally, acts as a spatial regulator of the spindle-assembly checkpoint (SAC) response ensuring a timely and effective recruitment of spindle checkpoint proteins like MAD1L1 and MAD2L1 to unattached kinetochore during the metaphase-anaphase transition before chromosome congression. Its N-terminus is involved in activation of oncogenic kinases.
                         TPR_HUMAN,P12270
                         "
"STD","syphilis","CD4","ENSG00000010610","This gene encodes the CD4 membrane glycoprotein of T lymphocytes. The CD4 antigen acts as a coreceptor with the T-cell receptor on the T lymphocyte to recognize antigens displayed by an antigen presenting cell in the context of class II MHC molecules. The CD4 antigen is also a primary receptor for entry of the human immunodeficiency virus through interactions with the HIV Env gp120 subunit. This gene is expressed not only in T lymphocytes, but also in B cells, macrophages, granulocytes, as well as in various regions of the brain. The protein functions to initiate or augment the early phase of T-cell activation, and may function as an important mediator of indirect neuronal damage in infectious and immune-mediated diseases of the central nervous system. Multiple alternatively spliced transcript variants encoding different isoforms have been identified in this gene. [provided by RefSeq, May 2020]","CD4 (CD4 Molecule) is a Protein Coding gene.                                            Diseases associated with CD4 include Okt4 Epitope Deficiency and Human Immunodeficiency Virus Infectious Disease.                                            Among its related pathways are Clathrin-mediated endocytosis and TCR Signaling (Qiagen).                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and enzyme binding.                                            ","Integral membrane glycoprotein that plays an essential role in the immune response and serves multiple functions in responses against both external and internal offenses. In T-cells, functions primarily as a coreceptor for MHC class II molecule:peptide complex. The antigens presented by class II peptides are derived from extracellular proteins while class I peptides are derived from cytosolic proteins. Interacts simultaneously with the T-cell receptor (TCR) and the MHC class II presented by antigen presenting cells (APCs). In turn, recruits the Src kinase LCK to the vicinity of the TCR-CD3 complex. LCK then initiates different intracellular signaling pathways by phosphorylating various substrates ultimately leading to lymphokine production, motility, adhesion and activation of T-helper cells. In other cells such as macrophages or NK cells, plays a role in differentiation/activation, cytokine expression and cell migration in a TCR/LCK-independent pathway. Participates in the development of T-helper cells in the thymus and triggers the differentiation of monocytes into functional mature macrophages.
                         CD4_HUMAN,P01730
                         "
"STD","syphilis","MYH9","ENSG00000100345","This gene encodes a conventional non-muscle myosin; this protein should not be confused with the unconventional myosin-9a or 9b (MYO9A or MYO9B). The encoded protein is a myosin IIA heavy chain that contains an IQ domain and a myosin head-like domain which is involved in several important functions, including cytokinesis, cell motility and maintenance of cell shape. Defects in this gene have been associated with non-syndromic sensorineural deafness autosomal dominant type 17, Epstein syndrome, Alport syndrome with macrothrombocytopenia, Sebastian syndrome, Fechtner syndrome and macrothrombocytopenia with progressive sensorineural deafness. [provided by RefSeq, Dec 2011]","MYH9 (Myosin Heavy Chain 9) is a Protein Coding gene.                                            Diseases associated with MYH9 include Macrothrombocytopenia And Granulocyte Inclusions With Or Without Nephritis Or Sensorineural Hearing Loss and Deafness, Autosomal Dominant 17.                                            Among its related pathways are Signaling by GPCR and Pathogenic Escherichia coli infection.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity.                                            An important paralog of this gene is MYH10.","Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping. During cell spreading, plays an important role in cytoskeleton reorganization, focal contacts formation (in the margins but not the central part of spreading cells), and lamellipodial retraction; this function is mechanically antagonized by MYH10.
                         MYH9_HUMAN,P35579
                         "
"degree deodorant","talc","ACE","ENSG00000159640","This gene encodes an enzyme involved in in blood pressure regulation and electrolyte balance. It catalyzes the conversion of angiotensin I into a physiologically active peptide angiotensin II. Angiotensin II is a potent vasopressor and aldosterone-stimulating peptide that controls blood pressure and fluid-electrolyte balance. ACE also inactivates the vasodilator protein, bradykinin. Accordingly, the encoded enzyme increases blood pressure and is a drug target of ACE inhibitors, which are often prescribed to reduce blood pressure. This enzyme additionally plays a role in fertility through its ability to cleave and release GPI-anchored proteins in testes. Many studies have associated the presence or absence of a 287 bp Alu repeat element in this gene with the levels of circulating enzyme. This polymorphism, as well as mutations in this gene, have been implicated in a wide variety of diseases including cardiovascular pathophysiologies, psoriasis, renal disease, stroke, and Alzheimer's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2020]","ACE (Angiotensin I Converting Enzyme) is a Protein Coding gene.                                            Diseases associated with ACE include Microvascular Complications Of Diabetes 3 and Renal Tubular Dysgenesis.                                            Among its related pathways are Transcription_CREM signaling in testis and Peptide hormone metabolism.                                            Gene Ontology (GO) annotations related to this gene include actin binding and drug binding.                                            An important paralog of this gene is ENSG00000264813.","Converts angiotensin I to angiotensin II by release of the terminal His-Leu, this results in an increase of the vasoconstrictor activity of angiotensin. Also able to inactivate bradykinin, a potent vasodilator. Has also a glycosidase activity which releases GPI-anchored proteins from the membrane by cleaving the mannose linkage in the GPI moiety.
                         ACE_HUMAN,P12821
                         "
"degree deodorant","talc","F2","ENSG00000180210","This gene encodes the prothrombin protein (also known as coagulation factor II). This protein is proteolytically cleaved in multiple steps to form the activated serine protease thrombin. The activated thrombin enzyme plays an important role in thrombosis and hemostasis by converting fibrinogen to fibrin during blood clot formation, by stimulating platelet aggregation, and by activating additional coagulation factors. Thrombin also plays a role in cell proliferation, tissue repair, and angiogenesis as well as maintaining vascular integrity during development and postnatal life. Peptides derived from the C-terminus of this protein have antimicrobial activity against E. coli and P. aeruginosa. Mutations in this gene lead to various forms of thrombosis and dysprothrombinemia. Rapid increases in cytokine levels following coronavirus infections can dysregulate the coagulation cascade and produce thrombosis, compromised blood supply, and organ failure. [provided by RefSeq, May 2020]","F2 (Coagulation Factor II, Thrombin) is a Protein Coding gene.                                            Diseases associated with F2 include Prothrombin Deficiency, Congenital and Thrombophilia Due To Thrombin Defect.                                            Among its related pathways are RET signaling and Formation of Fibrin Clot (Clotting Cascade).                                            Gene Ontology (GO) annotations related to this gene include calcium ion binding and serine-type endopeptidase activity.                                            An important paralog of this gene is PAMR1.","Thrombin, which cleaves bonds after Arg and Lys, converts fibrinogen to fibrin and activates factors V, VII, VIII, XIII, and, in complex with thrombomodulin, protein C. Functions in blood homeostasis, inflammation and wound healing.
                         THRB_HUMAN,P00734
                         "
"degree deodorant","talc","ABCC1","ENSG00000103222","The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra-and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This full transporter is a member of the MRP subfamily which is involved in multi-drug resistance. This protein functions as a multispecific organic anion transporter, with oxidized glutatione, cysteinyl leukotrienes, and activated aflatoxin B1 as substrates. This protein also transports glucuronides and sulfate conjugates of steroid hormones and bile salts. Alternatively spliced variants of this gene have been described but their full-length nature is unknown. [provided by RefSeq, Apr 2012]","ABCC1 (ATP Binding Cassette Subfamily C Member 1) is a Protein Coding gene.                                            Diseases associated with ABCC1 include Dubin-Johnson Syndrome and Pseudoxanthoma Elasticum.                                            Among its related pathways are Arachidonic acid metabolism and Sphingolipid signaling pathway.                                            Gene Ontology (GO) annotations related to this gene include transporter activity and ATPase activity, coupled to transmembrane movement of substances.                                            An important paralog of this gene is ABCC3.","Mediates export of organic anions and drugs from the cytoplasm (PubMed:7961706, PubMed:16230346, PubMed:9281595, PubMed:10064732, PubMed:11114332). Mediates ATP-dependent transport of glutathione and glutathione conjugates, leukotriene C4, estradiol-17-beta-o-glucuronide, methotrexate, antiviral drugs and other xenobiotics (PubMed:7961706, PubMed:16230346, PubMed:9281595, PubMed:10064732, PubMed:11114332). Confers resistance to anticancer drugs by decreasing accumulation of drug in cells, and by mediating ATP- and GSH-dependent drug export (PubMed:9281595). Hydrolyzes ATP with low efficiency (PubMed:16230346). Catalyzes the export of sphingosine 1-phosphate from mast cells independently of their degranulation (PubMed:17050692). Participates in inflammatory response by allowing export of leukotriene C4 from leukotriene C4-synthezing cells (By similarity).
                         MRP1_HUMAN,P33527
                         "
"degree deodorant","talc","OGG1","ENSG00000114026","This gene encodes the enzyme responsible for the excision of 8-oxoguanine, a mutagenic base byproduct which occurs as a result of exposure to reactive oxygen. The action of this enzyme includes lyase activity for chain cleavage. Alternative splicing of the C-terminal region of this gene classifies splice variants into two major groups, type 1 and type 2, depending on the last exon of the sequence. Type 1 alternative splice variants end with exon 7 and type 2 end with exon 8. All variants share the N-terminal region in common, which contains a mitochondrial targeting signal that is essential for mitochondrial localization. Many alternative splice variants for this gene have been described, but the full-length nature for every variant has not been determined. [provided by RefSeq, Aug 2008]","OGG1 (8-Oxoguanine DNA Glycosylase) is a Protein Coding gene.                                            Diseases associated with OGG1 include Renal Cell Carcinoma, Nonpapillary and Clear Cell Renal Cell Carcinoma.                                            Among its related pathways are Telomere C-strand (Lagging Strand) Synthesis and Recognition and association of DNA glycosylase with site containing an affected pyrimidine.                                            Gene Ontology (GO) annotations related to this gene include microtubule binding and endonuclease activity.                                            ","DNA repair enzyme that incises DNA at 8-oxoG residues. Excises 7,8-dihydro-8-oxoguanine and 2,6-diamino-4-hydroxy-5-N-methylformamidopyrimidine (FAPY) from damaged DNA. Has a beta-lyase activity that nicks DNA 3' to the lesion.
                         OGG1_HUMAN,O15527
                         "
"degree deodorant","talc","MICA","ENSG00000204520","This gene encodes the highly polymorphic major histocompatability complex class I chain-related protein A. The protein product is expressed on the cell surface, although unlike canonical class I molecules it does not seem to associate with beta-2-microglobulin. It is a ligand for the NKG2-D type II integral membrane protein receptor. The protein functions as a stress-induced antigen that is broadly recognized by intestinal epithelial gamma delta T cells. Variations in this gene have been associated with susceptibility to psoriasis 1 and psoriatic arthritis, and the shedding of MICA-related antibodies and ligands is involved in the progression from monoclonal gammopathy of undetermined significance to multiple myeloma. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jan 2014]","MICA (MHC Class I Polypeptide-Related Sequence A) is a Protein Coding gene.                                            Diseases associated with MICA include Spondylitis and Psoriatic Arthritis.                                            Among its related pathways are Immune response Role of DAP12 receptors in NK cells and Allograft rejection.                                            Gene Ontology (GO) annotations related to this gene include antigen binding and natural killer cell lectin-like receptor binding.                                            An important paralog of this gene is MICB.","Seems to have no role in antigen presentation. Acts as a stress-induced self-antigen that is recognized by gamma delta T-cells. Ligand for the KLRK1/NKG2D receptor. Binding to KLRK1 leads to cell lysis.
                         MICA_HUMAN,Q29983
                         "
"cooking carcinogens","tannins","HTN3","ENSG00000205649","This gene encodes a member of the histatin family of small, histidine-rich, cationic proteins. They function as antimicrobial peptides and are important components of the innate immune system. Histatins are found in saliva and exhibit antibacterial, antifungal activities and function in wound healing. [provided by RefSeq, Sep 2014]","HTN3 (Histatin 3) is a Protein Coding gene.                                            Diseases associated with HTN3 include Oral Candidiasis and Candidiasis.                                            Among its related pathways are Innate Immune System and Defensins.                                                                                        An important paralog of this gene is HTN1.","Histatins are salivary proteins that are considered to be major precursors of the protective proteinaceous structure on tooth surfaces (enamel pellicle). In addition, histatins exhibit antibacterial and antifungal activities. His3-(20-43)-peptide (histatin-5) is especially effective against C.albicans and C.neoformans, and inhibits Lys-gingipain and Arg-gingipain (rgpB) from P.gingivalis. In addition, His3-(20-43)-peptide is a potent inhibitor of metalloproteinases MMP2 and MMP9.
                         HIS3_HUMAN,P15516
                         "
"cooking carcinogens","tannins","ELANE","ENSG00000197561","Elastases form a subfamily of serine proteases that hydrolyze many proteins in addition to elastin. Humans have six elastase genes which encode structurally similar proteins. The encoded preproprotein is proteolytically processed to generate the active protease. Following activation, this protease hydrolyzes proteins within specialized neutrophil lysosomes, called azurophil granules, as well as proteins of the extracellular matrix. The enzyme may play a role in degenerative and inflammatory diseases through proteolysis of collagen-IV and elastin. This protein also degrades the outer membrane protein A (OmpA) of E. coli as well as the virulence factors of such bacteria as Shigella, Salmonella and Yersinia. Mutations in this gene are associated with cyclic neutropenia and severe congenital neutropenia (SCN). This gene is present in a gene cluster on chromosome 19. [provided by RefSeq, Jan 2016]","ELANE (Elastase, Neutrophil Expressed) is a Protein Coding gene.                                            Diseases associated with ELANE include Cyclic Neutropenia and Neutropenia, Severe Congenital, 1, Autosomal Dominant.                                            Among its related pathways are Transcriptional misregulation in cancer and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase activity and peptidase activity.                                            An important paralog of this gene is PRTN3.","Modifies the functions of natural killer cells, monocytes and granulocytes. Inhibits C5a-dependent neutrophil enzyme release and chemotaxis (PubMed:15140022). Capable of killing E.coli but not S.aureus in vitro; digests outer membrane protein A (ompA) in E.coli and K.pneumoniae (PubMed:10947984).
                         ELNE_HUMAN,P08246
                         "
"cooking carcinogens","tannins","OXA1L","ENSG00000155463","This gene encodes an evolutionarily conserved protein that is localized to the inner mitochondrial membrane. The encoded protein is essential for the translocation of the N-terminal tail of subunit 2 of cytochrome c oxidase, and is involved in the assembly of the cytochrome c oxidase and ATPase complexes of the mitochondrial respiratory chain. [provided by RefSeq, Jul 2016]","OXA1L (OXA1L Mitochondrial Inner Membrane Protein) is a Protein Coding gene.                                            Diseases associated with OXA1L include Mitochondrial Metabolism Disease and Mitochondrial Disorders.                                            Among its related pathways are Protein export.                                            Gene Ontology (GO) annotations related to this gene include protein homodimerization activity and mitochondrial ribosome binding.                                            An important paralog of this gene is COX18.","Required for the insertion of integral membrane proteins into the mitochondrial inner membrane. Essential for the activity and assembly of cytochrome oxidase. Required for the correct biogenesis of ATP synthase and complex I in mitochondria.
                         OXA1L_HUMAN,Q15070
                         "
