"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000562253",0,0,0,0,0,0,0.08,0.14,0,0,0.31,0.08,0,0,0.51,0,0.08,0,0.55,0.32,0.02,0.18,7.79,0.16
"ENST00000562281",0,0,0,0,0.9,0,0,0,0,0,0,0.73,0.85,0.28,0,0.43,0,2.86,0,0,0.1,0.51,5.12,0.41
"ENST00000562439",0.32,0.49,0,0,0,0,1.03,0,0,0.32,0.95,0,0,0,0,0,2.11,3.09,2.24,0.28,0.2,0.87,4.24,0.66
"ENST00000562462",0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.99,1.08,0,0,0,0,0,0.03,0.21,7.54,0.18
"ENST00000562469",0,0.1,0,0,0,0,0,0,0,0,0,0,0.24,0.3,0,0,0,0,0,0,0.01,0.05,4.66,0.04
"ENST00000562538",0,0,0,0,0,0,0,0,0.27,0,0,2,0,0,0,0,0,0,0,0,0.03,0.2,6.77,0.17
"ENST00000562545",0,0,0,0,0,0.02,1.27,0,0,8.38,0,0,0.95,3.23,0,0,0.99,0,4.8,2.19,0.14,1.22,8.52,1.07
"ENST00000562585",0,0,0.25,0,0,0,0,0,0,0,0,0,2.84,0,3.45,6.78,0,0,0,0,0.03,1.31,47.51,1.28
"ENST00000562614",0,0,0,0,0,0.42,0,0,0,0,0,0.81,0.39,0,0,0,0,0,2.12,0,0.05,0.33,7.19,0.29
"ENST00000562789",0,0,0,0,0.23,0,0,0,0,0,0.14,0,0,0,0,0,0.33,0,0,0.57,0.03,0.1,4.08,0.08
"ENST00000562871",0,0,0.52,0,0,0,0,0,0,0,0.72,1.08,0,0.21,0.93,0,0.39,0,0,0,0.06,0.33,5.8,0.28
"ENST00000562880",0,0.74,0,0,0,0,0,0,0,0,0.72,0,2.28,0.42,0,0,0,1.07,0,0,0.08,0.45,5.48,0.37
"ENST00000562892",0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,1.7,0.09,0.43,4.66,0.34
"ENST00000562901",0,0,0,0,0,0.09,0,0,0,0.08,0,0.09,0.25,0.15,0,0.36,0,0.32,1.13,0,0.01,0.23,23.31,0.22
"ENST00000562943",0,0,0,0,0.57,0,0,0,0,0,0.8,1.84,0,0,1.3,0,0,0,0,0,0.06,0.39,6.21,0.33
"ENST00000563024",0,0,0,0,0,0,0,0.88,0,0,2.79,0,0,0,0.9,0,1.61,2.59,1.68,0,0.1,0.96,9.74,0.86
"ENST00000563072",0,0,0,0,0,0,0,0.5,0,2.29,0,0.47,0,1.33,0,0.45,0,0,0,2.27,0.06,0.45,8.11,0.4
"ENST00000563095",0.13,0.24,0,0,0,0.2,0,0.16,0,0,1.57,0,0,0.5,0.18,0.19,0,0.76,0.27,0,0.08,0.35,4.3,0.27
"ENST00000563123",0.06,0,0,0,0,0,0.12,0,0,0,0.18,0,0.22,0.06,0.07,0,0.27,0,0.9,0,0.02,0.17,8.59,0.15
"ENST00000563128",0,0,0.14,0,0.27,0,0,0,0,0,0.35,0,0.17,0,0,0,0,1.53,0.91,1.18,0.05,0.41,9.03,0.37
"ENST00000563250",0,0,0,0,0,0,0,0.39,0,0,4.2,0,0,0,0.13,0,0,0,0,0,0.04,0.43,9.97,0.39
"ENST00000563301",0,0,0,0,0,0,0,0.23,0,0.43,0,0,0.18,0,1.21,0,0,0,0.91,0,0.03,0.23,9.03,0.21
"ENST00000563376",0,0,0,0,0,0,0.2,0,0,0,0,0,1.41,0.44,0,0,0,0.21,0,0.23,0.02,0.23,10.28,0.21
"ENST00000563381",0.34,0,0,0,0,0,0.25,0,0,0,0.57,1.16,0,0,0,0,0,0.39,0.76,0,0.07,0.29,4.37,0.22
"ENST00000563544",0,0,0,0,0,0,0.4,0,0,0,0.37,0,0.65,0.67,0,0,0,0,0.1,0,0.04,0.18,4.01,0.13
"ENST00000563562",0,0,0,0,0,0,0,0,0.22,0,0,0.29,0,0,0,0,0,2.7,0,0,0.02,0.3,12.35,0.27
"ENST00000563571",0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0.02,0.13,6.57,0.11
"ENST00000563697",0,0,0,0,0,0.26,0,0,0,0.49,1.04,0,0.5,0,0,0,0.27,0,0.43,0,0.03,0.22,7.75,0.2
"ENST00000563761",0.19,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0.56,0.02,0.13,6.43,0.11
"ENST00000563793",0,0,0.17,0,0,0,0,0,0,0,0.62,0,0.15,0,0,0.5,0.3,0,0,0.53,0.02,0.21,11.15,0.19
"ENST00000563797",0,0.19,0,0,0,0,0,0,0,0,0.45,0,0.19,0,0,0.47,0,0.39,0.22,0,0.02,0.17,8.06,0.15
"ENST00000563837",0,0.06,0,0,0,0,0,0,0,0,0.49,0.19,0.24,0,0.41,0.23,0,0,0,0,0.01,0.16,21.6,0.15
"ENST00000563861",0,0,0.19,0,0,0,0,0,0,0,0.22,0,0,0,0,0.27,0,0.25,0.26,0,0.02,0.1,4.83,0.08
"ENST00000563878",0,0,0.06,0,0,0,0,0,0,0.53,0.26,0,0.25,0,0.72,0.2,0,0,0,0,0.01,0.14,20.46,0.14
"ENST00000563899",0,0,0.24,0,0.09,0.22,0,0,0,0.21,0.63,0.33,0,0.09,0.12,0.3,0.51,0.68,0.12,0,0.06,0.28,4.55,0.22
"ENST00000563962",0,0,0.3,0,0,0,0.34,0.18,0,0,1,0.16,1.71,0.27,0,0.15,0.3,0,0.3,0,0.09,0.39,4.29,0.3
"ENST00000563966",0,0,0.36,0,0,0,0,0,0,0,0.28,0,2.64,0,0,0,0,0,0.35,0,0.04,0.33,8.18,0.29
"ENST00000564060",0.86,0,0,0,0,0,0,0.31,0,0,0.43,1.98,0,0,2.63,0,1.1,0,0,0.89,0.13,0.7,5.44,0.57
"ENST00000564071",0.07,0,0,0,0,0,0.07,0,0,0,0.17,0.07,0,0.07,0.58,0,0.22,0,0,0,0.02,0.11,7.28,0.1
"ENST00000564087",0,0,0,0,0,0,0.3,0,0.24,0,1.43,0,0.49,0,0,0,0,0,0.34,0.37,0.06,0.26,4.36,0.2
"ENST00000564132",0,0,0,0,0.38,0,0,0,0,0,1.06,0,0,0.22,0,0,0.23,0,0,0.34,0.04,0.19,4.39,0.14
"ENST00000564149",0,0.38,0.15,0,0,0.12,0,0,0.12,0.46,1.96,0.82,0.23,0.34,0.9,0,0,0.25,0.54,0.65,0.09,0.57,6.68,0.48
"ENST00000564223",0,0,0,0,0,0.61,0,0.17,0,0,3.75,0,1.24,0.6,0,1.1,0,0,1.17,1.77,0.09,0.96,11.08,0.88
"ENST00000564259",0,0,0,0,0,0.28,0,0,0.15,0,0.2,0.26,0,0.75,0.14,0.8,0.16,0,0,0.27,0.05,0.26,5.32,0.21
"ENST00000564269",0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.18,0.71,0,0,0,0,0,0.02,0.09,4.38,0.07
"ENST00000564350",0,0,0,0.06,0,0,0,0,0,0.14,0.15,0,0.33,0,0,0,0,0.17,0,0,0.01,0.07,9.19,0.06
"ENST00000564381",0,0,0,0,0,0,0,0.3,0,0.15,0,0,0,0,0,0,0.73,0,0.89,0.83,0.03,0.24,7.36,0.21
"ENST00000564475",0,0,0,0,0.08,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.01,0.1,11.35,0.09
"ENST00000564497",0,0,0,0,0,0,0.08,0,0,0.43,0,0,0,0,0.52,0,0,0.19,0.35,0,0.01,0.11,12.45,0.1
"ENST00000564500",0,0,0,0,0,0,0.16,0.19,0,0.18,0,0,0,0,0,0.67,0,0.22,0.19,0.89,0.04,0.2,5.09,0.16
"ENST00000564505",0,0.15,0.15,0,0.18,0.29,0,0,0,0.14,0,0.84,0,1.22,0.14,0.29,0.14,0.88,0,0.16,0.09,0.37,4.32,0.28
"ENST00000564526",0,0,0,0,0,1.25,0,5.15,1.53,0,0,0,18.62,0,0,1.4,4.29,2.87,0,8.69,0.88,3.59,4.07,2.71
"ENST00000564531",0,0,0.34,0,0,0,0,0,0,0,0,0.64,0.88,0,1.05,0.53,0,0,0.26,1.28,0.04,0.46,12.18,0.43
"ENST00000564567",0,0,0,0,0.58,0,0,0.26,0,0,0,0.2,0,1.29,1.66,5.51,0,0.2,0,0.35,0.09,0.92,9.86,0.83
"ENST00000564583",0,0,0,0,0,0,0,0.28,0,0,1.09,0,0,0,0,0,0,0,0.34,0,0.03,0.14,4.57,0.11
"ENST00000564632",0.06,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.42,0,0.27,0,0,0.11,0.02,0.08,4.39,0.06
"ENST00000564636",0,0.13,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.13,0.53,0,0.13,0.01,0.1,6.98,0.09
"ENST00000564643",0,0,0,0,0,0.18,0,0,0,1.18,0,0.18,0,0,0.51,0,0.18,0.19,0,0.24,0.02,0.13,6.48,0.11
"ENST00000564773",0,0,0,0,0,0.2,0,0,0,0,0.72,0,0,0,0,0.56,0,0,0,0,0.02,0.13,5.64,0.11
"ENST00000564803",0,0,0,0,0.08,0,0,0,0,1.31,0.36,0,0.13,0,0,0,0,0.03,0,0.06,0.01,0.06,6.67,0.05
"ENST00000564840",0.04,0,0,0,0,0,0,0.02,0.05,0,0.16,0,0.02,0,0,0,0,0.07,0.26,0.11,0.01,0.06,5.03,0.05
"ENST00000564842",0,0,0,0,0,0,0,0.22,0,0.05,1.04,0.65,0,0,0,0.21,0,0,0,0.31,0.02,0.22,8.93,0.2
"ENST00000564918",0,0,0,0,0,0.22,0,1.42,0,0,0.47,0,0,0,0,1.02,3.08,0.95,3.35,1.66,0.18,1.05,5.76,0.87
"ENST00000565108",1.09,0.61,0.87,0,0,0,1.48,1.3,0.56,2.5,4.05,0.57,5.86,0,0,1.58,10.61,1.82,1.39,3.58,0.66,2.94,4.49,2.29
"ENST00000565160",0,0,0,0.45,0,0.17,0,0,0,0,0,0,0.76,0,0,0,2.2,0.71,0,0,0.07,0.37,5.31,0.3
"ENST00000565237",0,0,0,0,0.3,0,0,0.19,0,0,0,1.69,0,0.54,0,0,0.21,0.22,0,0.25,0.05,0.29,5.33,0.24
"ENST00000565250",0,0,0,0,0.1,0,0.82,0,0.11,1.04,0,0,0,0,2.01,0,3.4,0,0.63,1.75,0.11,0.78,6.85,0.67
"ENST00000565320",0,0,0,0,0,0.05,0,0,0,0,0.19,0,0.05,0,0,0,0,0,0.05,0,0.01,0.03,5.19,0.02
"ENST00000565332",0,0,0,0,0.06,0,0,0,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0.01,0.1,13.54,0.09
"ENST00000565368",0,0,0,0,0,0,0,0.87,0,0,1.79,0,0,0,0,0.93,1.04,0.22,0,1.23,0.1,0.52,5.39,0.42
"ENST00000565416",0,0,0,0,0,0,0,0.36,0,0,1.26,0.51,0,0.25,0.13,0.75,0.66,0,0.58,0.87,0.04,0.5,12.67,0.46
"ENST00000565446",0,0,0,0,0,0.36,0,0,0,0,0.33,0,0,0,0,0,0,1.17,0.37,0,0.04,0.19,4.68,0.15
"ENST00000565487",0,0,0,0,0,0,0.07,0,0,0,0.15,0.3,0,0,0,0,0,0,0,0.11,0.01,0.06,7.02,0.05
"ENST00000565516",0.17,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.57,0,0,0,0.02,0.08,4.03,0.06
"ENST00000565570",0,0,0.09,0,0.15,0.08,0.07,0.16,0.01,0,0.49,0.86,0.03,0.18,0.04,0.01,0.03,2.72,0.01,0.01,0.06,0.44,7.02,0.38
"ENST00000565609",0,0,0,0,0,0.02,0,0,0.06,0.02,0.06,0,0.06,0.02,0.02,0.04,0.09,0.04,0,0.06,0.01,0.04,4.21,0.03
"ENST00000565727",0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.2,0,0,1.28,0,0.25,0.99,0.05,0.27,5.46,0.22
"ENST00000565794",0,0,1.15,0,0,0,1.43,0,0,0,0,5.74,2.93,0,0,2.96,0,0,0,0,0.29,1.16,4.06,0.88
"ENST00000565805",0,0,0,0,0,0.9,0,0,0,0,0.68,0,0,2.5,0,0,0,0.94,0,0,0.1,0.41,4.12,0.31
"ENST00000565808",0,0,0,0,0,0,0,0.2,0,0,0.36,0,0.19,0,0,0,0,0,0.41,0,0.02,0.1,4.23,0.07
"ENST00000565810",0,0,2.21,0,0,0,0,0,0,0,4.73,0.81,0,0,0,2.37,3.51,0,0,0,0.25,1.14,4.65,0.9
"ENST00000565948",0.41,0,0,0,0.21,0,0,0,0,0,0,0.11,0.24,1.77,0.87,0,0.12,0,0,0,0.07,0.31,4.55,0.24
"ENST00000566032",0.14,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0.66,0,0,0.48,0,0.02,0.24,15.57,0.22
"ENST00000566085",0,0,0,0,0,0,0.17,0,0,0,0.09,0,0,0.64,0,0,0.76,0.5,0.39,0.12,0.02,0.25,13.47,0.23
"ENST00000566086",0,1.17,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0,2.64,0,1.59,2.62,0.13,1.38,10.59,1.25
"ENST00000566103",0,0,0,0,0.35,0,0,0,0,0,0.07,0.58,0,0.65,0,1.06,0,0,0.22,0.19,0.04,0.28,7.07,0.24
"ENST00000566114",0,0,0,0,0,0.21,0,0,0,0,0.78,0,0,0,0,0,0,0.22,0,0,0.02,0.1,4.32,0.08
"ENST00000566128",0,0,0.32,0,0,0.24,0,0,0,0,0.15,0.5,0.22,0.46,0.27,0,0.1,0.44,0.4,0.22,0.06,0.28,4.41,0.21
"ENST00000566132",0,0,0,0,0,0,0,0.18,0,0,0,0.52,0.39,0,0,0,0,0.36,0,0.43,0.02,0.17,8.44,0.15
"ENST00000566200",0,0,0.06,0,0,0,0,0,0,0,0.11,0,0,0.08,0.02,0,0,0,0.08,0,0.01,0.03,4.32,0.02
"ENST00000566230",0,0,0,0,0,0,0,0,0.39,0.43,0,0,0.65,0,1.32,0,0,0,0,0,0.04,0.2,4.52,0.15
"ENST00000566257",0,0,0,0,0.65,0,0,0.28,0,0,0.22,0,0,1.03,1.92,0.4,0,0.54,0.57,0.25,0.1,0.49,4.78,0.39
"ENST00000566261",0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.01,0.08,10.01,0.07
"ENST00000566350",0,0,0,0,1.06,0,0,0,0,0,5.02,0,0,0,0,0,0,0,0,0.74,0.12,0.58,4.89,0.46
"ENST00000566375",0,0,0,0,0,0,0,0.3,0,1.7,0.83,0,0,0.28,0,0.28,0,0,0,0,0.03,0.14,4.12,0.1
"ENST00000566504",0.07,0,0,0,0,0,0,0,0,0,0,0.08,0,0.3,0,0.08,0,0.16,0,0,0.01,0.06,7.5,0.05
"ENST00000566514",0,0,0,0,0,0,0,1.89,0,7.69,0,1.27,0,0,7.87,0,0,0,0,0,0.21,0.91,4.35,0.7
"ENST00000566640",0,0,0,0,0.11,0,0,0,0,0,0.12,0.37,0,0.12,0,0.12,0,0.26,0.12,0,0.01,0.11,9.14,0.1
"ENST00000566675",0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.7,0,0,0,0.47,0,0,0.03,0.12,4.19,0.09
"ENST00000566705",0,0,0,0,0,0,0,0.11,0,0,0.32,0,0.11,0,0,0,0,0.12,0.68,0,0.01,0.12,9.54,0.11
"ENST00000566858",0,0,0.5,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,2.61,0,0,0.06,0.36,6.41,0.3
"ENST00000566910",0,0,0,0,0,0.09,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0.01,0.1,10.8,0.09
"ENST00000566934",0,0.25,0.21,0.85,0.23,0,0,0,0,0,0,1.02,1.38,1.08,1.8,0,0,0.27,0.32,1.49,0.17,0.74,4.28,0.56
"ENST00000566973",0,0,0.51,0,0,0,0,0,0,0,0.75,0.74,0,0,0,1.09,0,0,0,0,0.06,0.26,4.53,0.2
"ENST00000567005",0,0,0,0,0,0,0,0,0.75,0,1.28,0,0,0.94,0,1.03,0.14,0,0,0.58,0.08,0.4,4.77,0.31
"ENST00000567052",0,0,0,0,0,0,0.51,0,0,0,0.35,2.47,0,0,0,0,0,0.54,0,0,0.06,0.34,5.96,0.28
"ENST00000567089",0,0,0,0,0.48,0,0,0,0,0,0,0,0,0.38,0,0,1.47,0.23,0,0.47,0.05,0.25,4.82,0.2
"ENST00000567092",0,0.38,0.18,0,0,0,0,0,0.19,0,0,0.41,0.4,0.95,0.8,0,0,0.36,0.35,0.35,0.08,0.36,4.38,0.28
"ENST00000567130",0,0,0,0,0,0.69,0,0,0,0,1.89,0,0,0,4.23,0,0,4.26,0,1.1,0.08,1.15,14.94,1.07
"ENST00000567158",0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.49,0,0,0,0,0,0.01,0.05,7.44,0.04
"ENST00000567344",0,0,0,0,0,0,0,0,0.14,0,0,0.45,0.28,0.14,0,0,0,0.16,0,0,0.02,0.1,6.6,0.09
"ENST00000567356",0,0.08,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.01,0.05,5.32,0.04
"ENST00000567442",0,0,0,0,0,0,0,0,0.58,0,0,0,1.71,0,0,0.58,0,0,0.93,0,0.06,0.32,5.04,0.26
"ENST00000567458",0,0,0,0,0,0.72,0,0,0,0,2.18,0,0,0.67,0,0,0,0,0,0.98,0.08,0.38,4.78,0.3
"ENST00000567495",0,0.24,0,0,0,0,0,0,0,0,1.13,0,0,0.04,0,0,0,0.29,0.63,0,0.03,0.21,7.92,0.18
"ENST00000567510",0,0.36,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.32,0,0.36,0.71,0.53,0.04,0.26,6.48,0.22
"ENST00000567530",0,0,0,0,0.62,0,0,0.81,0,0,1.08,0.32,0.22,3.41,0,0,0.35,0,1.51,0.25,0.16,0.71,4.48,0.55
"ENST00000567684",0,0,0,0,0,0,0.08,0,0.32,0,0.58,0.16,0,0,0,0,0,1.35,0,0,0.04,0.21,4.69,0.16
"ENST00000567744",0,0.15,0,0,0,0,0,0,0.22,0,0.44,0.32,0,0,0.85,0,0.55,0.17,0.13,0.16,0.04,0.26,6.27,0.22
"ENST00000567780",0.03,0.02,0,0.02,0.73,0.04,0.02,0,0,0.02,0.91,0.52,0.53,1,0.18,0,1.09,0,0.76,0.96,0.1,0.6,6.27,0.5
"ENST00000567940",0,0.17,0,0,0.5,0,0,0,0,0,0.44,0.39,1.27,0.51,0,0.39,0,0,0.39,1.52,0.07,0.49,6.56,0.42
"ENST00000567967",0,0,0.08,0,0,0,0,0,0,0,0.04,0,0.08,0,0,0.44,0,0,0,0,0.01,0.06,6.52,0.05
"ENST00000568005",0,0,0,0,0,0.19,0,0,0.15,0,0,0,0.48,0.3,2.23,0,0,0.36,0.2,0.75,0.04,0.43,11.35,0.39
"ENST00000568035",0,0,0,0,0,0,0,0.36,0,0,0.87,0,0,3.37,1.24,0,0,0.52,0,0,0.04,0.6,15.08,0.56
"ENST00000568094",0.32,0,0,0,0,0,0.3,0,0,0,0.29,0,0,0,0,0,0,1.16,0,1.62,0.07,0.31,4.46,0.24
"ENST00000568115",0,0,0.06,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.05,0,0,0.01,0.03,4.51,0.02
"ENST00000568117",0.27,0.33,1.03,0,0,0.64,0,0.3,0,1.22,1.85,1.38,0.56,2.16,1.23,0.37,0,0.37,1.56,2.31,0.29,1.18,4.11,0.89
"ENST00000568211",0,0,0.05,0,0,0,0,0,0,0,0.12,0.08,0,0.08,0,0,0,0,0.08,0,0.01,0.04,7.3,0.03
"ENST00000568221",0,0,0.05,0,0,0,0,0.1,0.07,0.1,0.13,0,0.19,0.1,0,0.15,0.1,0.21,0,0.29,0.03,0.12,4.61,0.09
"ENST00000568251",0,0.51,0,0,0,0,0,0,0,0,0,0.41,1.54,0,0.46,0.48,0.36,1.17,0,0.52,0.06,0.49,8.65,0.44
"ENST00000568267",0,1.53,0,0,0.32,0,0.19,0.97,0.2,0,1.56,2.02,4.49,3.9,1.51,0.4,0.2,0.65,0,0,0.36,1.47,4.13,1.12
"ENST00000568278",0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0.01,0.08,6.69,0.07
"ENST00000568343",0,0,0.17,0,0,0,0,0,0,0,0,0,0.23,0,0,0.43,0,0,0.59,0.27,0.02,0.15,8.17,0.13
"ENST00000568353",0,0,0.24,0,0.61,0.51,0,0,0,0,0.24,1.78,0.32,0.27,0.31,1.34,0.39,1.32,0.64,0.36,0.15,0.7,4.59,0.54
"ENST00000568408",0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0.02,0.09,4.42,0.07
"ENST00000568516",0,0.24,0,0,0,0,0,0,0,0.83,0,0,0.43,3.02,0.83,0,0,0,0,0,0.03,0.43,15.91,0.4
"ENST00000568532",0,0,0,0,0,0.5,0,0,0,0.96,0.46,0,0,0,0,0,0,1.1,0.51,0.78,0.06,0.29,5.12,0.23
"ENST00000568564",0,0,0,0,1.09,0,0,0,0,1.73,3.25,1.39,0.53,0,0.65,0.79,1.98,1.46,0.62,0,0.12,1.07,8.78,0.95
"ENST00000568585",0,0,0,0,0,0,0,0.11,0,0,0.21,0.22,0.21,0,0,0,0,0,0,0,0.01,0.06,5.18,0.05
"ENST00000568628",0,0,0,0.12,0.15,0,0,0,0,0,0.88,0,0,0,0.04,0.33,0,0,0,0,0.03,0.13,4.21,0.1
"ENST00000568630",0.25,0,0,0,0,0,0,0,0,0,0,3.7,0.33,0,0,0,0,0,0,0,0.03,0.4,14.32,0.38
"ENST00000568645",0.14,0,0,0,0,0,0,0,0,0.46,0,0.75,0,0,0,0,0,0,0,0.32,0.02,0.11,7.04,0.09
"ENST00000568687",0.03,0,0,0,0,0.37,0.07,0,0.83,0,1.91,0,0,0,0,3.52,0.82,0,0.9,0,0.14,0.72,4.97,0.57
"ENST00000568786",0,0,0,0,0,0,0.61,0.7,0.76,0,0,0,4.23,0,4.61,0,0,2.41,0,0,0.23,1.12,4.91,0.9
"ENST00000568857",0,0,0,0,0,0,0,0.64,0,0,0,0,1.25,1.17,0.79,0,0,0,0,0,0.07,0.32,4.54,0.25
"ENST00000568915",0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.48,0,0.01,0.05,8.25,0.04
"ENST00000568954",0,0,0.18,0,0,0.14,0,0,0.26,0,0.27,0.33,0.53,0.39,0.84,0.29,0.27,0,0,0.13,0.06,0.3,4.75,0.24
"ENST00000568972",0,0,0,0,0,0.72,0,0,0,0,0,0,0,0.67,0,0,0,0,0,2.95,0.08,0.36,4.52,0.28
"ENST00000568996",0,0,0,0,0,0,0.28,0,0,0,0,0.34,0,0,0,0,0,0,0,1.05,0.03,0.14,4.45,0.11
"ENST00000569057",0,0.64,0,0,0,0,0,0,0.48,0,1.08,0,0,3.29,0,1.84,0,0,0.18,0,0.12,0.64,5.13,0.51
"ENST00000569120",0,0,0,0,0.34,0,0.19,0,0,0,0,0.84,0.3,1.11,0,0.62,0.42,0.23,0.6,0.3,0.06,0.44,7.47,0.38
"ENST00000569124",0,0,0,0.38,0,0,0,0,0,0,0,0.02,0,0,0.76,0.8,0.55,0,0,0,0.04,0.21,5.03,0.17
"ENST00000569161",0,0.16,0,0,0,0,0,0,0,0,0,0.3,0.18,0,0.31,0.16,0,0.17,0,0.97,0.02,0.21,11.96,0.19
"ENST00000569311",0,0,0,0,0,0.41,0,0,0,0,0.66,0,0.17,0.16,0.44,0.4,0,0.14,0.62,0,0.05,0.26,5.73,0.21
"ENST00000569332",0,0,0,0,0.08,0,0,0,0,0,0,0.17,0,0.25,0,0,0,0,0,0.18,0.01,0.06,6.63,0.05
"ENST00000569343",0,0,0,0,0,0,0,0,0.77,0,0,2.91,0,0,0,0,3.31,3.04,2.94,0,0.09,1.22,14.29,1.13
"ENST00000569400",0,0,0,0,0,0,0,0,0.11,0.21,0,0,0,0,0.54,0,0,0,0,0,0.01,0.05,4.57,0.04
"ENST00000569419",0,0,0,0,0,0.15,0,0.17,0,0,0.34,0.59,0,0,0.58,0.19,0.22,0,0,0,0.04,0.19,5.4,0.16
"ENST00000569632",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.01,0.05,4.68,0.04
"ENST00000569702",0,0,0,0,0,0,0,0.37,0.32,0,2.72,0,0,0,0,0,0,0.79,0.34,0.55,0.08,0.44,5.72,0.36
"ENST00000569714",0,0,0,0,0,0.19,0,0,0,0,0.27,0.18,0,0,0,0,0,0,0,0.45,0.02,0.09,4.24,0.07
"ENST00000569788",0,0,0,0,0.17,0,0,0,0,0,0,0.15,0.14,0.26,0,0,0,0,0.33,0,0.02,0.09,4.68,0.07
"ENST00000569815",0,0,0.06,0,0.07,0,0,0.06,0,0.22,0.06,0.29,0.06,0.23,0,0,0.12,0.18,0.17,0.32,0.02,0.14,6.66,0.12
"ENST00000569859",0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.62,0,0.19,0,0,0.02,0.08,4.58,0.06
"ENST00000569892",0.14,0,0,0,0,0.8,0,0.44,0,0,0,2.15,0,0,0.44,0,1.16,0,0,2.65,0.15,0.64,4.2,0.49
"ENST00000569907",0,0,0.44,0,0,0,0,0.27,0,0,0.19,1.65,0.8,0,0,1.15,0.39,0.21,0,0,0.08,0.44,5.54,0.36
"ENST00000569914",0.16,0,0,0,0,0,0,0.15,0,0.49,0.42,0.28,0.51,0.28,0,0,0.29,0.16,0,0.21,0.03,0.21,6.2,0.18
"ENST00000570134",0,1.06,0,0,0,0,0,0,0,0,1.64,0,0.56,0.58,0.36,0.73,0,0,1.47,0,0.12,0.53,4.54,0.42
"ENST00000570142",0,0,0,0,0,0.2,0,0,0,0,0.19,0.6,0.16,0,0,0,0.2,0,0,0,0.02,0.12,5.19,0.09
"ENST00000570163",0,0.22,0,0,0,0,0,0,0,0.99,0,0,0.2,0.53,0,0,0.2,0,0,0.57,0.02,0.15,6.22,0.13
"ENST00000570168",0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.61,0,0.26,0.02,0.09,4.03,0.07
"ENST00000570191",0.12,0,0,0,0,0,0.15,0.27,0.15,2.31,0,0,0,0.84,0,0.67,0.7,0.64,0.27,1.14,0.08,0.43,5.6,0.35
"ENST00000570220",0.38,0,0,0,0,0,0,0,0.29,0,0.77,0,0.8,0,0,0.1,1.36,0.5,0.11,0.32,0.08,0.4,5.29,0.32
"ENST00000570229",0,0,0,0,0.06,0,0,0,0.04,0.2,0,0,0.05,0.09,0.07,0.1,0,0.13,0,0,0.01,0.04,4.06,0.03
"ENST00000570279",0,0,0,0,0,0,0.7,0,0,0,0,0,1.45,0,0,0.72,0.76,0.84,0,0,0.08,0.38,4.85,0.3
"ENST00000570305",0.1,0,0,0,0,0,0.06,0,0,0,0,0,0.19,0.63,0.21,0.11,0.11,0.34,0,0,0.02,0.16,8.97,0.14
"ENST00000570477",0,0,0,0,0,0,0,0,0.46,0,1.01,0,0.62,0,0,0.18,0.4,0.96,0,0.93,0.05,0.41,7.97,0.36
"ENST00000570562",0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.39,0,0.81,0,0,0,0.31,0.03,0.15,5.06,0.12
"ENST00000570612",0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,3.13,0.07,0.31,4.42,0.24
