"Ensembl_ID","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000556120",0.04,0.05,0.07,0.19,0,0,0.15,0,0.09,0,0,0.09,0,0,0.13,0.02,0.02,0.04,0,0,0.06,0.03,0.48,-0.03
"ENST00000556125",0,0.37,0.17,0.44,0,0,0,0,0,0,0.22,0.1,0.19,0,0,0,0,0,0,0,0.11,0.05,0.47,-0.06
"ENST00000556146",0,0,0,0,0,0,0,0.5,0,0,0.08,0,0,0.16,0,0,0,0,0,0,0.06,0.02,0.44,-0.03
"ENST00000556167",0,0.76,0.22,0,0.53,0,0.17,0.91,0,0,0.17,0.53,0.35,0,0.17,0,0.18,0,0,0,0.29,0.14,0.49,-0.15
"ENST00000556171",0,0.33,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.04,0.02,0.49,-0.02
"ENST00000556228",0,0,1.14,0,1.27,0,0,0.27,0,0,0,0.48,0.13,0,0,0,0.16,0.34,0,0.1,0.3,0.12,0.41,-0.18
"ENST00000556271",0,0,0,0,0.36,0,0.61,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.11,0.04,0.4,-0.06
"ENST00000556283",0,0.97,0.41,0,1,1.06,0,0.62,0,0,0,0,0,0,1.74,0,0,0,0,0,0.45,0.17,0.38,-0.28
"ENST00000556332",0.4,0.49,0.86,0.94,0.34,0.21,0,1.29,0.61,0,0.8,0.21,0,0,0,0.21,0,0,1.28,0.3,0.57,0.28,0.49,-0.29
"ENST00000556366",0.35,0,0.79,0,0,0,0,0,0,0.76,0.16,0,0,0.36,0,0,0,0,0.09,0,0.13,0.06,0.48,-0.07
"ENST00000556369",0.17,0.22,0,0.71,0.39,0.34,0.11,0.59,0.75,0,0,0,0.34,0.1,0,0,0,0.33,0.46,0.38,0.36,0.16,0.44,-0.2
"ENST00000556402",0.23,0.2,0.79,0,0.31,0.21,0,0.39,0.69,0,0.21,0,0,0.62,0,0,0.7,0,0,0,0.31,0.15,0.49,-0.16
"ENST00000556417",0.48,0.26,0.27,0.54,0.28,0,0.13,0,0,0,0,0.38,0,0,0,0,0.6,0,0,0,0.22,0.1,0.45,-0.12
"ENST00000556523",0,0.38,0.33,0,0,0.79,0,0.52,0,0,0,0.36,0,0,0,0.17,0,0.14,0.25,0.17,0.22,0.11,0.48,-0.12
"ENST00000556533",0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.07,0.03,0.45,-0.04
"ENST00000556580",0,0,0,0,0,0,0.53,0.77,0.35,0,0,0,0,0,0,0,0,0.36,0,0.31,0.18,0.07,0.37,-0.12
"ENST00000556617",0,0,0.27,0,0.34,0.43,0,0,0,0,0,0,0,0,0,0,0.21,0.23,0,0,0.12,0.04,0.38,-0.07
"ENST00000556618",1.38,0,0,1.76,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0.38,0.35,0.16,0.47,-0.18
"ENST00000556642",0,0,0,0,0,0,2.13,0.83,1.49,0,0,0,0,2.21,0,0,0,0,0,0,0.49,0.22,0.45,-0.27
"ENST00000556718",0.6,0,0,0.1,0,0,0,1.69,0,0,0,0.85,0,0.2,0,0,0,0,0,0,0.27,0.11,0.4,-0.16
"ENST00000556732",0.52,0.24,1.11,0.3,0.3,0.54,0.23,0.14,0.38,0,0.24,0,0,0.12,0.1,0,0,0.14,0,1.11,0.42,0.17,0.41,-0.25
"ENST00000556770",0.29,0,0.32,0,0.35,0,0.07,0,0.15,0,0.15,0.08,0.15,0,0.08,0,0,0.08,0.09,0,0.13,0.06,0.47,-0.07
"ENST00000556788",6.11,29.62,36.91,54.38,35.53,22.33,30.36,28.96,31.9,9.63,12.68,17.29,23.05,29.46,20.09,8.73,4.31,9.34,1.33,15.52,30.68,14.18,0.46,-16.5
"ENST00000556795",0.49,1.7,0.35,3.62,0,0.45,1.71,0.54,0,1.02,0.62,0.52,0.75,0.63,0,0.26,0.53,1.04,0,0,0.98,0.43,0.44,-0.55
"ENST00000556803",0.36,0.5,0.17,0.67,0.19,0.24,0.3,0.32,0.46,0,0.08,0.24,0.15,0.31,0.23,0,0,0,0,0.35,0.36,0.14,0.38,-0.22
"ENST00000556824",0,0.8,0,4.09,0,0,0,0,0,0,0,0,0,0.4,0.84,1.43,0,0,0,0,0.54,0.27,0.49,-0.28
"ENST00000556839",0,0.09,0,0.9,0.35,0.18,0.08,0.07,0,0,0.21,0.07,0,0.19,0,0.08,0,0.15,0,0,0.18,0.07,0.38,-0.11
"ENST00000556857",0.46,0,0.02,0,0,0,0.11,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.06,0.02,0.38,-0.04
"ENST00000556859",6.99,3.78,0,0,0.88,3.97,0.84,7.42,0.01,8.19,0.01,2.03,0,1.38,0.13,7.13,0,0,0,0,2.65,1.07,0.4,-1.59
"ENST00000556877",0.63,0,0,0,0.9,0,1.81,3.53,2.54,5.13,0,0,1.25,0,0.58,0,1.98,0.74,0,0,1.04,0.45,0.43,-0.59
"ENST00000556937",2.53,0,0,0,0.69,0.02,1.94,0.51,0.61,1.06,0,0.44,0,0.13,0,0,0.71,0.48,0,1.32,0.7,0.31,0.44,-0.39
"ENST00000556956",1.02,0,0,0,3.07,0,0,0,0,0,0,0,0.69,1.04,0,0,0,0.4,0,0,0.45,0.21,0.47,-0.24
"ENST00000556960",0,0.6,0,0,0,0.57,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0.13,0.05,0.42,-0.08
"ENST00000557015",0.69,0.24,1.14,0,1.82,0.69,1.16,2.56,1.64,0,0,0,0.53,0.38,0.99,0,0.36,0,1.28,0.82,1.11,0.44,0.4,-0.67
"ENST00000557031",1.86,1.06,0,1.71,2.55,3.95,0.57,0.41,1.61,2.87,0.2,1.05,0.19,0,0.39,0.81,0.4,0.86,0.62,1.38,1.52,0.59,0.39,-0.93
"ENST00000557036",0.03,0,0,0,0.11,0.1,0.09,0.04,0,0,0,0.03,0,0.03,0,0,0.03,0.02,0.03,0.03,0.04,0.02,0.44,-0.02
"ENST00000557048",0,0.28,0,0,0.6,0,0.78,0,0,0,0,0,0.4,0,0,0,0,0,0.38,0,0.18,0.08,0.42,-0.11
"ENST00000557089",0,0.36,0.16,0,1.5,0.9,0.82,0.3,1.54,0,0.86,0,0,0,0.37,0.37,0.35,0,0,1.02,0.62,0.3,0.48,-0.32
"ENST00000557184",0,0,0,0,0.65,0,1.8,1.2,1.04,0,0,0,0,0.61,0,0.76,0.3,0.49,0,0,0.52,0.22,0.41,-0.31
"ENST00000557194",0,0,0.62,0.26,0,0,0.22,0,0,0.47,0,0,0,0,0,0,0,0.26,0.25,0,0.12,0.05,0.41,-0.07
"ENST00000557225",0.22,0,0,0,0.17,0,0.21,0.12,0.12,0,0.19,0,0,0,0,0,0.24,0,0,0,0.09,0.04,0.46,-0.05
"ENST00000557248",0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.05,0.02,0.46,-0.03
"ENST00000557249",0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.07,0.03,0.48,-0.04
"ENST00000557271",0,0.03,0.09,0.15,0.26,0.06,0.03,0.29,0,0.14,0,0.14,0.03,0,0.06,0.06,0.06,0,0.08,0.06,0.1,0.05,0.48,-0.05
"ENST00000557282",0,0,0,0,0.48,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.05,0.03,0.49,-0.03
"ENST00000557284",0,0,0,0,0.1,0,0.21,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.04,0.01,0.39,-0.02
"ENST00000557315",1.34,0,0,0,0,0.27,1.25,0.54,2.56,0,0,0.51,0.27,0.26,0,0,0.8,0.29,0.79,0,0.66,0.29,0.44,-0.37
"ENST00000557411",0,0,0.95,0,0,0.29,0,0,0.89,0,0.78,0,0,0,0,0,0,0.06,0.31,0,0.24,0.11,0.48,-0.12
"ENST00000557440",0.13,0.12,0.19,0.17,0.09,0.12,0,0.08,0.27,0.12,0.07,0,0,0.18,0,0.01,0.06,0.1,0.11,0.07,0.13,0.06,0.46,-0.07
"ENST00000557474",0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.04,0.02,0.48,-0.02
"ENST00000557475",0.36,0.51,0,0,0.23,0,0,0.1,0.56,0,0.09,0,0,0.09,0,0.2,0,0.2,0.19,0,0.2,0.08,0.4,-0.12
"ENST00000557504",0,0,0,0,0,0.22,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0.01,0.4,-0.01
"ENST00000557553",0,0,0.29,0.28,0,0.91,0.74,0.57,1.54,0,0,0,0,0,0,0.59,0,0,0,1.52,0.48,0.21,0.44,-0.27
"ENST00000557609",0,0,0,0.12,0,0.13,0.23,0,0,0,0.12,0,0,0,0,0,0,0,0,0.12,0.05,0.02,0.46,-0.03
"ENST00000557613",0,0,0,0,0,0,0,0.37,0.18,0,0.18,0,0,0,0,0,0,0,0,0.06,0.06,0.02,0.4,-0.04
"ENST00000557621",0,1.95,2.64,0,2.1,1.32,0,2.35,1.98,0,0.61,0,0,0,0,1.14,0,0,4.08,0,1.37,0.58,0.43,-0.79
"ENST00000557630",0,0.41,0,0,0,0.23,0.91,0,0,0,0.45,0,0,0.22,0,0,0,0,0,0,0.17,0.07,0.38,-0.11
"ENST00000557648",0.38,1.12,2.24,3.06,0.74,0.9,2.4,1.23,2.28,2.11,0.21,0.42,0.95,1.7,0,1.11,1.22,0.83,0.23,1.02,1.59,0.77,0.48,-0.82
"ENST00000557655",0.54,0,0,0,0,0.25,0,0.69,0,0.71,0,0,0,0,0.21,0,0.22,0.2,0,0,0.16,0.06,0.38,-0.1
"ENST00000557701",2.48,9.07,1.71,0,7.34,5.91,0.79,1.05,0,0,0,0,1.1,0.66,0.85,1.76,0,0,7.15,3.15,3.15,1.47,0.47,-1.68
"ENST00000557782",9.8,1,1.03,0,1,1.95,0,2.06,3.8,0,0.93,0,1.07,0,0,0.92,0.95,4.21,0.99,0,2.29,0.91,0.4,-1.39
"ENST00000557812",0.23,0.27,0,0,2.38,0,0,1.3,0,0.24,0,1,0.24,0.24,0,0,0,0,0.26,0,0.46,0.17,0.37,-0.29
"ENST00000557820",0,0,0,0,0,0,1.49,0,3.17,0,0,0,0,0.59,0,0,0,0,1.8,0,0.52,0.24,0.46,-0.28
"ENST00000557886",4.54,0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0.5,0.19,0.37,-0.32
"ENST00000557888",0,0,0.55,0,1.33,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.43,0,0.21,0.08,0.38,-0.13
"ENST00000557915",0,0.34,0.3,0,0.36,0,0,0,0,0,0,0,0.29,0,0,0,0.24,0,0,0,0.11,0.05,0.47,-0.06
"ENST00000558005",0,0,0,0,0,0,0.25,0.23,0,0,0,0,0,0.22,0,0,0,0,0,0,0.05,0.02,0.42,-0.03
"ENST00000558012",0.16,0,0.13,0,0,0.59,0,0.35,0.53,0.63,0,0,0.23,0,0,0,0.09,0,0.45,0,0.2,0.08,0.39,-0.12
"ENST00000558029",0.42,10.85,2.35,5.83,0.91,9.58,2.2,3.17,1.12,13.14,0.45,1.23,4.07,2.71,1.58,0.6,1.65,3.47,0.95,2.53,4.05,1.92,0.48,-2.12
"ENST00000558119",11.17,1.12,0.99,13.69,0.8,2.19,0,2.25,3.55,4.82,0,5.5,2.36,1.8,3.37,0.93,3.31,0.36,0,1.07,3.97,1.87,0.47,-2.1
"ENST00000558129",0.36,0.24,0,0,0.42,0.73,0.87,0.82,0.77,0.24,0.25,0.14,0.26,0.12,0.53,0.12,0,0.52,0,0,0.47,0.19,0.41,-0.27
"ENST00000558215",0,1.9,0.38,0,0.56,1.31,2.13,0,0,0,0.64,0,0,0.67,0,0,0.79,0,0,0.72,0.7,0.28,0.41,-0.41
"ENST00000558301",0,0,0.26,0,0,0,0.2,0,0,0.18,0,0,0,0,0,0,0,0,0,0.25,0.05,0.03,0.49,-0.03
"ENST00000558315",0.13,0,0,0,0.3,0.19,0,0.09,0.16,0,0,0,0,0,0,0.38,0,0,0,0,0.1,0.04,0.39,-0.06
"ENST00000558316",0,1.6,1.06,7.1,0.53,0.73,0.76,0,1.12,0,0.56,0,0.32,0,1.11,0.25,0,2.62,1.31,0.42,1.43,0.66,0.46,-0.77
"ENST00000558336",1.06,0.52,0,0,0,0.59,0.63,0.28,0,0,0.07,0.31,0.12,0.44,0,0.33,0.14,0,0,0.01,0.34,0.14,0.42,-0.2
"ENST00000558349",0,0,0,0,0,0,0,0.59,0,0,0.25,0,0,0,0,0,0,0,0,0,0.07,0.02,0.38,-0.04
"ENST00000558358",0,0.34,0,0,0.37,0,0,0,0.42,0,0,0,0,0,0,0.53,0,0,0,0,0.13,0.05,0.43,-0.07
"ENST00000558365",0,1.51,0,0,2.06,0,0.32,0,1.24,0,0,0.68,0,0.66,0,1.08,0,0,0,0,0.57,0.24,0.42,-0.33
"ENST00000558415",0,1.09,0,0,0.46,0.98,0,0,0,0,0,0.52,0,0.58,0,0,0,0,0,0,0.28,0.11,0.39,-0.17
"ENST00000558423",0,0,0.35,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.28,0.46,0.19,0.07,0.4,-0.11
"ENST00000558486",0.46,0.96,0,3.1,0,0,1.68,0,0.2,0,0,0.81,0,0,0.38,0.2,0.29,1.73,0,0,0.71,0.34,0.48,-0.37
"ENST00000558505",0,0,0,0,0.35,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.06,0.03,0.49,-0.03
"ENST00000558523",0.68,1.06,0,0,0.74,0.69,0.38,1.19,0,0,0.76,0.82,0.36,0,0,0,0,0,0,0.34,0.53,0.23,0.43,-0.3
"ENST00000558527",0.99,4.28,5.86,1.07,50.63,1.95,2.61,3.01,1.39,1.66,0,3.16,1.01,1.9,3.51,2.52,0.63,1.88,1.66,14.62,7.98,3.09,0.39,-4.89
"ENST00000558538",1.3,3.11,0.7,1.92,1.09,0.57,1.72,2.03,1.16,3.18,0,0,0,1.2,0,1.82,0.9,2.31,0,0.96,1.51,0.72,0.48,-0.79
"ENST00000558556",0,0,0.08,0,0,0,0.94,0.13,0.13,0,0,0.07,0,0.28,0,0,0,0.14,0.15,0,0.14,0.06,0.44,-0.08
"ENST00000558575",0.11,0,0.41,0,0.68,0.27,0.87,0,0.46,0,0,0,0.23,0,0.99,0.23,0,0,0,0,0.31,0.14,0.47,-0.16
"ENST00000558627",0.49,0,0,0,0,0,1.28,0.54,0.5,0,0,0,0,0,0,0.81,0.26,0,0.24,0,0.31,0.13,0.42,-0.18
"ENST00000558670",4.51,0.7,0,4.54,1.74,3.47,0,0.97,0.57,0,0,1.81,1.4,0.43,0,1.3,0.66,0.51,0.95,0,1.83,0.71,0.38,-1.13
"ENST00000558857",0.24,0.15,0,0,0.09,0.27,1.07,0,0.46,0,0.45,0.23,0,0.08,0.17,0.05,0,0,0,0,0.25,0.1,0.38,-0.16
"ENST00000558884",0,0,0.04,0,0,0.1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.05,0.02,0.01,0.44,-0.01
"ENST00000558890",0,0.39,0.33,0,0.53,0,0.23,0.33,0,0,0.15,0,0.16,0,0,0,0,0.16,0,0.33,0.2,0.08,0.4,-0.12
"ENST00000558900",0,0,0.97,0,0,0.36,0.96,2.95,1.01,1.02,0.66,0,0,0,0,1.35,0,0,0,0.57,0.69,0.26,0.37,-0.44
"ENST00000558926",0,1.58,0.29,0.49,1.14,0,0.23,0.52,0,0.52,0,0,0.28,0,0.32,1.1,0,0,0,0.31,0.47,0.2,0.43,-0.27
"ENST00000558929",0,0.33,0.82,0,0,0,0.57,0,0,0.19,0,0.38,0,0,0.18,0,0,0.35,0,0,0.19,0.09,0.47,-0.1
"ENST00000558942",0.15,0.04,0.05,0,0.03,0.04,0,0.19,0.19,0.3,0.01,0.09,0.14,0,0,0,0,0.06,0,0.07,0.08,0.04,0.48,-0.04
"ENST00000558956",0,0,0,0,0,0.5,0,0.86,0,0,0,0,0,0.15,0,0,0.46,0,0,0,0.15,0.06,0.4,-0.09
"ENST00000558965",0,0,0.04,0,0.07,0.07,0.04,0,0.03,0,0.05,0,0,0,0,0,0.02,0.04,0,0,0.03,0.01,0.39,-0.02
"ENST00000559016",0.8,0.72,0,0,0,0.47,0.65,0,0,0.23,0,0,0.44,0,0,0,0,0.98,0,0,0.29,0.14,0.48,-0.15
"ENST00000559126",0.51,0.41,0.61,0,0.37,0.42,0.74,1.32,0,1.05,0,0,0.44,0,0,0.76,0,0.45,0,0.48,0.49,0.21,0.44,-0.27
"ENST00000559134",0.72,0.21,0,0,0.62,0,0.18,0.2,1.22,0.4,0.19,0.57,0,0,0,0,0.61,0.21,0,0,0.35,0.16,0.45,-0.19
"ENST00000559163",1.37,3.38,0,0,0,0,0.4,2.92,0,0.25,0,0.94,0,0,0,0.55,0.3,0.93,1.09,0,0.9,0.38,0.43,-0.52
"ENST00000559168",0,0,0,1.02,0,0.08,0,0,0.1,0,0,0,0,0,0,0,0,0,0.49,0.02,0.13,0.05,0.38,-0.08
"ENST00000559215",0,0,0,0,0,0,0,0,0.79,0,0.22,0,0,0,0,0.21,0,0,0,0,0.09,0.04,0.48,-0.05
"ENST00000559217",0.85,0.79,1.3,3.95,0,0.7,4.28,1.56,4.56,4.22,0.87,0.62,0.75,0.83,0.38,1.07,1.81,0.52,0.44,1.45,2,0.87,0.44,-1.12
"ENST00000559299",0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.24,0,0.05,0.02,0.48,-0.03
"ENST00000559308",0,0,0,13.57,0,0,0,0,0,12.62,0,0,0,1.4,3.96,0,0,0,1.1,0,1.51,0.65,0.43,-0.86
"ENST00000559356",5.66,4.57,0,2.43,0,3.65,1.63,0.68,2.79,4.57,0,3.08,0,1.47,3.32,2.33,0,0.29,0.77,0.08,2.38,1.13,0.48,-1.25
"ENST00000559379",0,0.33,0.17,0.23,0.2,0.31,0,0.89,0,0,0.85,0,0,0,0,0,0.15,0,0,0,0.24,0.1,0.42,-0.14
"ENST00000559455",0,0.2,0.23,0,0.28,0,0,0,0,0,0,0,0,0,0.17,0,0,0.2,0,0,0.08,0.04,0.46,-0.04
"ENST00000559491",0.76,1.57,2.39,1,4.13,0.73,0.42,0,1.57,0,0.47,0.82,0.42,0,0,0.69,0,0.9,1.13,0.87,1.4,0.53,0.38,-0.87
"ENST00000559533",4.06,2.27,0,3.8,4.37,6.13,0.44,4.02,3.68,0,1.5,3.22,2.59,0,1.98,1.43,0,0,2.94,1.68,3.2,1.53,0.48,-1.66
"ENST00000559542",0.38,0.21,0.58,0,0.15,0,0.19,0.21,0,0,0.39,0,0.2,0,0.1,0,0,0,0,0.12,0.19,0.08,0.42,-0.11
"ENST00000559544",0,0,0.52,0.23,0.33,0,0,0.43,0.2,0,0.4,0,0.2,0,0,0,0,0.24,0,0,0.19,0.08,0.44,-0.11
"ENST00000559587",3.67,2.73,0,0,1.83,2.54,4.64,0,1.34,0,0,0,2.4,1.6,0,0,1.67,1.44,1.28,0.55,1.86,0.89,0.48,-0.97
"ENST00000559594",0,0.35,0.59,0,0,0,0,0.17,0,0.48,0,0,0,0.32,0,0,0,0,0,0.22,0.12,0.05,0.43,-0.07
"ENST00000559614",0,0.17,0.02,0.09,0,0,0.08,0.08,0.08,0,0,0,0,0,0.17,0,0,0,0.08,0,0.06,0.02,0.43,-0.03
"ENST00000559642",0,0.49,0.1,4.74,0,0,0,0.54,0,3.28,0.27,0,0.23,0.02,0.31,0,0,1.7,0,0.12,0.65,0.26,0.41,-0.39
"ENST00000559677",0.4,0,0,0.69,0,0.44,0,1.12,0.41,0,0.63,0,0,0.21,0,0.22,0.22,0,0,0,0.34,0.13,0.38,-0.21
"ENST00000559710",7.33,0,0,9.24,0,0.81,0,0,0.97,1.03,0.88,0,0,2.89,3.42,2.58,0,0,0,0,2.04,0.98,0.48,-1.06
"ENST00000559716",0,0,0.55,0,0.4,0.17,0.1,0.55,0.16,0.01,0,0,0.07,0,0,0.22,0.35,0.13,0.19,0,0.22,0.1,0.44,-0.12
"ENST00000559739",0,3.74,0.77,0,0.98,0,0,0,0,0,0.36,0.61,0,0,0,0,0,0,1.25,0,0.61,0.22,0.37,-0.39
"ENST00000559851",1.18,0,2.32,0,0,0,0,0,1.28,0,0,0,0,0.51,0,1.61,0,0,0,0,0.53,0.21,0.4,-0.32
"ENST00000559894",0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0.07,0.03,0.45,-0.04
"ENST00000559905",0,0,0,1.16,0,0.43,0,1.28,0.46,0,0,0,0.33,0.42,0,0.35,0,0,0.67,0,0.37,0.18,0.48,-0.19
"ENST00000559915",0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0.17,0,0,0,0,0.04,0.02,0.44,-0.02
"ENST00000559925",1.67,0.86,1.5,0,1.83,2.7,1.56,0.55,2.93,1.86,0.16,0,0.68,0,2.87,0.83,1,0.57,0.24,0.89,1.51,0.73,0.48,-0.79
"ENST00000559938",0,0,1.73,0,0.94,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0.72,0,0.3,0.12,0.41,-0.18
"ENST00000559954",0,1.79,2.24,2.43,1.68,1.12,0,0,0,0,1.54,0,1.56,0,0.04,1.04,0,0.61,0,0,1.03,0.48,0.47,-0.55
"ENST00000559968",0,0.26,0.11,0,0.04,0,0,0.04,0,0,0,0.21,0,0,0,0,0,0,0,0,0.05,0.02,0.42,-0.03
"ENST00000560056",0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.03,0.02,0.48,-0.02
"ENST00000560093",3.66,0,0,0,0,0,0.57,0,0.19,0.03,0,0,0.53,0.94,0.35,0.42,0.07,0,0,0,0.49,0.23,0.47,-0.26
"ENST00000560159",1,3.38,1.09,5.91,0,0,0,1.15,0,0,1.08,2.07,0,2.18,0,0,0,0,0,0,1.39,0.53,0.38,-0.86
"ENST00000560178",0.35,0,0,0,0,0.37,0,0.38,0.35,0,0,0.36,0,0,0,0,0,0,0.38,0,0.16,0.07,0.46,-0.09
"ENST00000560184",0,0,0.49,0,1.09,0.8,0,0.21,0.22,0,0.4,0.19,0,0,0,0.2,0,0.41,0,0,0.31,0.12,0.38,-0.19
"ENST00000560189",0.11,0.69,0.61,0,1.06,0.33,0.52,0.85,0,0,0,0.12,0.12,0.42,0,0.12,0,0.43,0.25,0.32,0.46,0.18,0.38,-0.29
"ENST00000560195",0,0,0,0.22,0,0.21,0.72,0,0,0,0,0,0,0.19,0,0,0.41,0,0,0,0.13,0.06,0.47,-0.07
"ENST00000560218",2.78,0.76,1.49,2.24,1.28,0,1.71,0,0,0.71,0.33,0,1.39,0.39,0.86,1.14,1.15,0,0,0,1.14,0.53,0.46,-0.62
"ENST00000560246",1.07,0.01,0.86,0,0.4,0,1.7,0,1.84,0.13,0.32,0.19,0.47,0.29,1.26,0,0,0,0.37,0.24,0.65,0.31,0.48,-0.34
"ENST00000560259",0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0.43,0,0,0.09,0.04,0.47,-0.05
"ENST00000560267",0.87,0,0,0,1.5,0.93,2.4,2.42,0.87,0,1.71,1.81,0,0.43,0,0,0,0,0,0,1,0.39,0.4,-0.6
"ENST00000560324",0,0.94,0,0,0.71,0.22,0.4,0,0.21,0,0.21,0.43,0,0,0,0.22,0.22,0,0,0,0.28,0.11,0.39,-0.17
"ENST00000560357",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.23,0,0,0.06,0.02,0.42,-0.03
"ENST00000560405",0.32,0,1.08,0.69,0,0,0,0.61,0,4.17,0,0,0,0,0.2,0.09,0.52,0.38,0,0,0.3,0.12,0.4,-0.18
"ENST00000560406",0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.3,0,0,0.07,0.03,0.46,-0.04
"ENST00000560437",0,0,1.13,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.13,0.05,0.38,-0.08
"ENST00000560441",0,1.35,0,0,0,0,0,0.78,0,0,0,0,0.25,0,0,0,0,0.35,0.33,0,0.24,0.09,0.39,-0.14
"ENST00000560488",1.03,0.32,0.68,0.53,0.28,0.32,0,0.49,0.68,1.08,0,0,0,0.18,0.13,0.17,0.56,0.21,0.57,0,0.48,0.18,0.38,-0.3
"ENST00000560501",0,0,0,0,0,0,0,1.35,0.3,0,0,0,0,0,0,0,0,0.73,0,0,0.18,0.07,0.4,-0.11
"ENST00000560518",0,0.03,0.36,0.1,0.07,0.19,0.32,0,0,0,0,0.09,0,0.03,0.14,0.03,0.23,0,0,0.03,0.12,0.06,0.47,-0.06
"ENST00000560543",0,0.36,0,0,0,0,0.28,0.55,0.33,0,0,0,0,0,0,0,0.32,0.34,0,0,0.17,0.07,0.39,-0.1
"ENST00000560566",48.59,210.95,13.67,427.82,30.4,25.05,38.1,34.42,22.3,75.91,27.44,111.33,19.01,104.81,41.06,25.57,7.12,13.18,14.38,12.5,94.59,37.64,0.4,-56.95
"ENST00000560610",0.47,0.84,0.41,1.47,1.9,0.31,0,0,2.08,0,0,0.53,0,1.93,0,0.25,0,0.48,0.3,0,0.83,0.35,0.42,-0.48
"ENST00000560647",0,0,0,0.74,0,0.32,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0.12,0.05,0.42,-0.07
"ENST00000560688",0,0,0,0,0,0,0,0.3,0,0,0,0,0.14,0,0,0,0,0,0,0,0.03,0.01,0.42,-0.02
"ENST00000560709",0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.04,0.02,0.44,-0.02
"ENST00000560784",1.64,0,2.02,0,0,0.3,2.29,2.08,0,0,0,0,0,0,0.33,0,1.06,1.68,1.04,0,0.93,0.41,0.44,-0.51
"ENST00000560862",1110.79,322.31,17.46,600.19,1.19,214.05,57.06,205.52,70.55,649.53,18.22,254.14,19.93,187.87,330.89,284.07,91.12,43.55,117.91,34.24,288.79,138.19,0.48,-150.6
"ENST00000560893",0,0,0,0.45,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.15,0.05,0.02,0.44,-0.03
"ENST00000560965",0.3,0.71,1.51,0,1.17,0,0,0,0.95,0,0,0.33,0,0,0,0.32,0.66,0,0.34,0.53,0.52,0.22,0.42,-0.3
"ENST00000561022",0.38,1.62,5.16,1.9,4.43,2.27,3.71,3.87,4.26,0.97,1.57,0,1.13,0.57,0.47,1.02,1.99,2.1,3.15,2.47,3.07,1.45,0.47,-1.62
"ENST00000561038",2.17,0.44,1.44,0,1.02,3.78,1.53,3.65,1.06,0.96,2.33,0,1.16,0,0.69,0.9,0,1.06,0.36,1.49,1.68,0.8,0.48,-0.88
"ENST00000561106",0,0.44,0,0,0,0,0,0.32,0.22,0,0.22,0,0,0.22,0,0,0,0,0,0,0.11,0.04,0.4,-0.06
"ENST00000561110",0,0,3,5.64,2.8,0,1.73,0,0,0,0,0,0,0,0,0,2.62,4.34,0,0,1.46,0.7,0.47,-0.77
"ENST00000561181",0.15,0.14,0,0.19,0.11,0.14,0,0,0,0.12,0,0,0,0.13,0,0,0.17,0.04,0.04,0,0.08,0.04,0.49,-0.04
